Group name,Group sources
Group  1,G&D SmartCafe 3.2
Group  2,G&D SmartCafe 4.x & 6.0
Group  3,GNU Crypto 2.0.1
Group  4,Gemalto GXP E64
Group  5,NXP J2A080 & J2A081 & J3A081 & JCOP 41 V2.2.1
Group  6,Oberthur Cosmo Dual 72K
Group  7,OpenSSL 0.9.7 & 1.0.2g & 1.0.2k & 1.1.0e
Group  8,PGPSDK 4 FIPS
Group  9,Infineon JTOP 80K,YubiKey 4 & 4 Nano
Group 10,NXP J2D081 & J2E145G,YubiKey NEO
Group 11,Bouncy Castle 1.54 (Java),Crypto++ 5.6.0 & 5.6.3 & 5.6.5,Libgcrypt 1.7.6 FIPS,Microsoft CryptoAPI & CNG & .NET
Group 12,Bouncy Castle 1.53 (Java),Cryptix JCE 20050328,FlexiProvider 1.7p7,HSM Utimaco Security Server Se50,Nettle 2.0,PolarSSL 0.10.0,PuTTY 0.67,SunRsaSign OpenJDK 1.8.0,mbedTLS 1.3.19 & 2.2.1 & 2.4.2
Group 13,Botan 1.5.6 & 1.11.29 & 2.1.0,Feitian JavaCOS A22 & A40,Gemalto GCX4 72K,HSM SafeNet Luna SA-1700,LibTomCrypt 1.17,Libgcrypt 1.6.0 & 1.6.5 & 1.7.6,Libgcrypt 1.6.0 FIPS & 1.6.5 FIPS,Nettle 3.2 & 3.3,Oberthur Cosmo 64,OpenSSL FIPS 2.0.12 & 2.0.14,PGPSDK 4,WolfSSL 2.0rc1 & 3.9.0 & 3.10.2,cryptlib 3.4.3 & 3.4.3.1

Bits,Group  1,Group  2,Group  3,Group  4,Group  5,Group  6,Group  7,Group  8,Group  9,Group 10,Group 11,Group 12,Group 13
1|0|000000,-,-,4.0180,-,-,-,-,0.4657,-,2.5490,0.0103,0.8625,-
1|0|000001,-,-,2.9583,-,0.0481,-,-,0.4760,-,3.9774,0.0427,0.8487,-
1|0|000010,-,-,2.5433,0.0004,0.1907,-,-,0.4754,-,3.8799,0.0768,0.8327,-
1|0|000011,0.1806,0.3680,2.2834,-,0.3883,-,-,0.4767,-,3.7896,0.1106,0.8146,-
1|0|000100,1.4962,2.9359,2.0999,0.0004,0.6535,-,-,0.4835,-,3.6699,0.1453,0.7989,-
1|0|000101,2.8886,5.8486,1.9078,0.0012,0.9283,-,-,0.4829,-,3.5951,0.1774,0.7834,-
1|0|000110,4.2802,8.6915,1.7945,0.0072,1.1883,-,-,0.4740,-,3.4877,0.2119,0.7625,-
1|0|000111,5.7118,11.5523,1.6824,0.0132,1.4406,-,-,0.4867,-,3.4013,0.2430,0.7448,-
1|0|001000,6.4037,12.9183,1.5903,0.0312,1.5498,0.0469,0.0421,0.4993,0.7244,3.2946,0.2767,0.7318,0.0207
1|0|001001,6.5406,12.8691,1.4898,0.0440,1.5417,0.1308,0.1285,0.5080,2.1713,3.2121,0.3085,0.7115,0.0611
1|0|001010,6.4869,12.9154,1.4088,0.0712,1.5458,0.2084,0.2123,0.5100,3.5627,3.1098,0.3403,0.6984,0.1039
1|0|001011,5.7646,11.5741,1.3516,0.1120,1.4966,0.3002,0.2964,0.5073,4.6548,3.0135,0.3680,0.6802,0.1462
1|0|001100,4.4626,8.9572,1.2743,0.1568,1.4136,0.3689,0.3793,0.5046,4.6497,2.9407,0.4003,0.6649,0.1875
1|0|001101,3.1116,6.3278,1.2166,0.2336,1.3355,0.4538,0.4581,0.5180,3.9131,2.8586,0.4327,0.6503,0.2277
1|0|001110,1.8829,3.7958,1.1527,0.3248,1.2993,0.5443,0.5382,0.5096,2.6820,2.7503,0.4595,0.6294,0.2680
1|0|001111,0.6855,1.2460,1.1048,0.4124,1.3014,0.6236,0.6158,0.5063,1.5713,2.6638,0.4870,0.6158,0.3082
1|0|010000,-,-,1.0646,0.5240,1.3004,0.6942,0.6997,0.5130,0.7455,2.5941,0.5187,0.5974,0.3472
1|0|010001,-,-,1.0188,0.6332,1.2974,0.7765,0.7760,0.5047,0.2688,2.5233,0.5490,0.5848,0.3868
1|0|010010,-,-,0.9591,0.7300,1.2981,0.8624,0.8522,0.5006,0.0742,2.4322,0.5737,0.5693,0.4247
1|0|010011,-,-,0.9274,0.8540,1.2926,0.9575,0.9253,0.5087,0.0095,2.3527,0.6043,0.5525,0.4620
1|0|010100,-,-,0.8902,0.9488,1.2881,1.0173,0.9992,0.5042,0.0002,2.2733,0.6267,0.5354,0.5009
1|0|010101,-,-,0.8560,1.0540,1.2205,1.0936,1.0721,0.4991,-,2.1992,0.6529,0.5176,0.5384
1|0|010110,-,-,0.8135,1.1364,1.1521,1.1817,1.1455,0.4862,-,2.1102,0.6817,0.5022,0.5753
1|0|010111,-,-,0.7804,1.2384,1.0796,1.2121,1.2189,0.4888,-,2.0670,0.7085,0.4863,0.6104
1|0|011000,-,-,0.7521,1.2684,1.0062,1.2746,1.2870,0.4832,-,1.9708,0.7369,0.4740,0.6472
1|0|011001,-,-,0.7152,1.2788,0.9372,1.3680,1.3612,0.4675,-,1.8745,0.7628,0.4590,0.6826
1|0|011010,-,-,0.6842,1.2812,0.8698,1.4618,1.4226,0.4649,-,1.8009,0.7833,0.4443,0.7172
1|0|011011,-,-,0.6710,1.3332,0.8374,1.4939,1.4971,0.4588,-,1.7435,0.7741,0.4290,0.7526
1|0|011100,-,-,0.6359,1.2832,0.8356,1.5916,1.5686,0.4467,-,1.6797,0.7463,0.4126,0.7858
1|0|011101,-,-,0.6051,1.2476,0.8376,1.6699,1.6289,0.4334,-,1.6028,0.7234,0.3977,0.8181
1|0|011110,-,-,0.5792,1.1452,0.8351,1.6914,1.6957,0.4265,-,1.5245,0.6946,0.3884,0.8514
1|0|011111,-,-,0.5572,1.0932,0.8336,1.7716,1.7678,0.4241,-,1.4482,0.6758,0.3708,0.8868
1|0|100000,-,-,0.5296,0.9420,0.8362,1.7508,1.7578,0.4081,-,1.3954,0.6502,0.3582,0.8853
1|0|100001,-,-,0.4977,0.8856,0.8426,1.6881,1.7032,0.3989,-,1.3292,0.6286,0.3438,0.8557
1|0|100010,-,-,0.4847,0.8300,0.8735,1.6197,1.6377,0.3935,-,1.2663,0.6005,0.3303,0.8200
1|0|100011,-,-,0.4619,0.7436,0.8638,1.5986,1.5837,0.3837,-,1.2036,0.5796,0.3155,0.7876
1|0|100100,-,-,0.4390,0.6108,0.8676,1.4859,1.5095,0.3684,-,1.1035,0.5560,0.3010,0.7577
1|0|100101,-,-,0.4148,0.5092,0.8695,1.4592,1.4508,0.3612,-,1.0426,0.5329,0.2914,0.7281
1|0|100110,-,-,0.3962,0.4284,0.8652,1.3895,1.3863,0.3511,-,0.9666,0.5106,0.2771,0.6982
1|0|100111,-,-,0.3787,0.3764,0.8665,1.3277,1.3294,0.3445,-,0.9200,0.4916,0.2645,0.6651
1|0|101000,-,-,0.3569,0.3008,0.8331,1.2498,1.2709,0.3362,-,0.8482,0.4698,0.2530,0.6377
1|0|101001,-,-,0.3359,0.2432,0.8120,1.1718,1.2027,0.3290,-,0.7943,0.4449,0.2411,0.6049
1|0|101010,-,-,0.3260,0.1872,0.8061,1.0949,1.1485,0.3212,-,0.7266,0.4242,0.2272,0.5762
1|0|101011,-,-,0.3034,0.1520,0.8079,1.0638,1.0953,0.3092,-,0.6654,0.4029,0.2153,0.5470
1|0|101100,-,-,0.2873,0.1096,0.8067,1.0361,1.0327,0.3082,-,0.6146,0.3785,0.2041,0.5179
1|0|101101,-,-,0.2608,0.0856,0.8040,0.9611,0.9761,0.2956,-,0.5514,0.3594,0.1922,0.4888
1|0|101110,-,-,0.2455,0.0676,0.8085,0.9245,0.9177,0.2877,-,0.4979,0.3378,0.1810,0.4610
1|0|101111,-,-,0.2308,0.0416,0.8083,0.8581,0.8597,0.2810,-,0.4306,0.3195,0.1699,0.4322
1|0|110000,-,-,0.2136,0.0372,0.7937,0.7847,0.8075,0.2802,-,0.3515,0.2964,0.1584,0.4037
1|0|110001,-,-,0.1989,0.0204,0.6958,0.7504,0.7523,0.2726,-,0.2890,0.2802,0.1473,0.3755
1|0|110010,-,-,0.1837,0.0184,0.5909,0.7068,0.6967,0.2642,-,0.2291,0.2566,0.1361,0.3467
1|0|110011,-,-,0.1668,0.0088,0.4782,0.6427,0.6426,0.2584,-,0.1772,0.2342,0.1254,0.3205
1|0|110100,-,-,0.1527,0.0108,0.3689,0.6074,0.5895,0.2587,-,0.1237,0.2170,0.1137,0.2920
1|0|110101,-,-,0.1399,0.0040,0.2624,0.5707,0.5367,0.2572,-,0.0683,0.1969,0.1037,0.2671
1|0|110110,-,-,0.1231,0.0036,0.1564,0.4984,0.4851,0.2437,-,0.0146,0.1774,0.0939,0.2390
1|0|110111,-,-,0.1085,0.0008,0.0533,0.4251,0.4287,0.2460,-,-,0.1583,0.0835,0.2135
1|0|111000,-,-,0.0973,0.0004,-,0.3640,0.3770,0.2451,-,-,0.1389,0.0735,0.1867
1|0|111001,-,-,0.0827,0.0004,-,0.3293,0.3262,0.2447,-,-,0.1216,0.0628,0.1607
1|0|111010,-,-,0.0699,-,-,0.2791,0.2759,0.2421,-,-,0.1016,0.0523,0.1347
1|0|111011,-,-,0.0570,-,-,0.2355,0.2230,0.2415,-,-,0.0824,0.0441,0.1093
1|0|111100,-,-,0.0451,0.0004,-,0.1820,0.1733,0.2427,-,-,0.0640,0.0338,0.0838
1|0|111101,-,-,0.0302,-,-,0.1265,0.1239,0.2340,-,-,0.0449,0.0241,0.0592
1|0|111110,-,-,0.0181,-,-,0.0720,0.0738,0.2344,-,-,0.0274,0.0141,0.0347
1|0|111111,-,-,0.0056,-,-,0.0225,0.0244,0.2350,-,-,0.0089,0.0048,0.0116
1|1|000000,-,-,-,-,-,-,-,0.4657,-,-,0.0105,0.8626,-
1|1|000001,-,-,-,-,-,-,-,0.4716,-,-,0.0422,0.8515,-
1|1|000010,-,-,-,0.0008,-,-,-,0.4757,-,-,0.0777,0.8315,-
1|1|000011,-,-,-,0.0004,-,-,-,0.4835,-,-,0.1118,0.8192,-
1|1|000100,-,-,-,0.0020,-,-,-,0.4728,-,-,0.1454,0.7968,-
1|1|000101,-,-,-,0.0028,-,-,-,0.4860,-,-,0.1795,0.7845,-
1|1|000110,-,-,-,0.0060,-,-,-,0.4912,-,-,0.2124,0.7638,-
1|1|000111,-,-,0.0000,0.0196,-,-,-,0.4948,-,-,0.2427,0.7481,-
1|1|001000,-,-,-,0.0284,-,-,0.0432,0.4949,0.7241,-,0.2772,0.7320,0.0203
1|1|001001,-,-,-,0.0464,-,-,0.1292,0.4949,2.1556,-,0.3083,0.7145,0.0611
1|1|001010,-,-,-,0.0732,-,-,0.2146,0.5089,3.5639,-,0.3395,0.6989,0.1036
1|1|001011,-,-,-,0.1200,-,-,0.2952,0.5017,4.6528,-,0.3696,0.6810,0.1453
1|1|001100,-,-,0.0000,0.1804,-,-,0.3774,0.5120,4.6408,-,0.3986,0.6663,0.1861
1|1|001101,-,-,-,0.2328,-,-,0.4621,0.5144,3.9093,-,0.4275,0.6479,0.2275
1|1|001110,-,-,-,0.2816,-,-,0.5447,0.5175,2.6813,-,0.4572,0.6331,0.2680
1|1|001111,-,-,-,0.3896,-,-,0.6196,0.5123,1.5388,-,0.4897,0.6153,0.3067
1|1|010000,-,-,-,0.4884,-,-,0.6972,0.5099,0.7449,-,0.5161,0.5984,0.3480
1|1|010001,-,-,-,0.6304,-,-,0.7735,0.5145,0.2691,-,0.5442,0.5838,0.3859
1|1|010010,-,-,-,0.6888,-,-,0.8536,0.5124,0.0746,-,0.5754,0.5661,0.4242
1|1|010011,-,-,-,0.8308,-,-,0.9266,0.5061,0.0097,-,0.5993,0.5509,0.4627
1|1|010100,-,-,-,0.9712,-,-,0.9996,0.5023,0.0001,-,0.6291,0.5348,0.5014
1|1|010101,-,-,-,1.1004,-,-,1.0769,0.4953,-,-,0.6545,0.5183,0.5371
1|1|010110,-,-,-,1.1128,-,-,1.1475,0.4931,-,-,0.6835,0.5016,0.5753
1|1|010111,-,-,-,1.2524,-,-,1.2161,0.4869,-,-,0.7086,0.4891,0.6107
1|1|011000,-,-,-,1.2516,-,-,1.2889,0.4794,-,-,0.7363,0.4750,0.6461
1|1|011001,-,-,-,1.2992,-,-,1.3595,0.4760,-,-,0.7626,0.4576,0.6823
1|1|011010,-,-,-,1.2992,-,-,1.4259,0.4641,-,-,0.7854,0.4442,0.7171
1|1|011011,-,-,-,1.3428,-,-,1.5000,0.4611,-,-,0.7736,0.4265,0.7519
1|1|011100,-,-,-,1.2808,-,-,1.5650,0.4519,-,-,0.7443,0.4135,0.7858
1|1|011101,-,-,-,1.2264,-,-,1.6397,0.4409,-,-,0.7241,0.4025,0.8177
1|1|011110,-,-,-,1.1820,-,-,1.7050,0.4228,-,-,0.7019,0.3852,0.8519
1|1|011111,-,-,-,1.0680,-,-,1.7648,0.4170,-,-,0.6737,0.3730,0.8860
1|1|100000,-,-,-,0.9944,-,-,1.7653,0.4056,-,-,0.6507,0.3585,0.8856
1|1|100001,-,-,-,0.8912,-,-,1.7053,0.3988,-,-,0.6262,0.3459,0.8528
1|1|100010,-,-,-,0.7904,-,-,1.6379,0.3934,-,-,0.6028,0.3282,0.8209
1|1|100011,-,-,-,0.7092,-,-,1.5766,0.3725,-,-,0.5823,0.3162,0.7881
1|1|100100,-,-,-,0.5932,-,-,1.5072,0.3696,-,-,0.5541,0.3023,0.7563
1|1|100101,-,-,-,0.5096,-,-,1.4568,0.3580,-,-,0.5334,0.2907,0.7267
1|1|100110,-,-,-,0.4556,-,-,1.3870,0.3534,-,-,0.5131,0.2773,0.6969
1|1|100111,-,-,-,0.3596,-,-,1.3264,0.3366,-,-,0.4900,0.2638,0.6638
1|1|101000,-,-,-,0.2976,-,-,1.2690,0.3385,-,-,0.4652,0.2514,0.6352
1|1|101001,-,-,-,0.2432,-,-,1.2074,0.3235,-,-,0.4459,0.2404,0.6045
1|1|101010,-,-,-,0.1840,-,-,1.1515,0.3191,-,-,0.4251,0.2274,0.5763
1|1|101011,-,-,-,0.1544,-,-,1.0855,0.3088,-,-,0.4041,0.2148,0.5464
1|1|101100,-,-,-,0.1192,-,-,1.0301,0.2976,-,-,0.3800,0.2046,0.5184
1|1|101101,-,-,-,0.0972,-,-,0.9766,0.2980,-,-,0.3582,0.1932,0.4891
1|1|101110,-,-,-,0.0560,-,-,0.9165,0.2902,-,-,0.3384,0.1797,0.4580
1|1|101111,-,-,-,0.0488,-,-,0.8602,0.2828,-,-,0.3196,0.1696,0.4319
